prNumber,Util,NLP,APM,Network,DB,Interpreter,Error Handling,Logging,Lang,Data Structure,DevOps,i18n,Setup,Logic,Microservices,ML,Test,Search,IO,UI,Parser,Security,Cloud,Big Data,Event Handling,App,GIS,prTitle,prBody,prIssue,issueNumber,issueTitle,issueBody,prComments,issueTitleLink,issueBodyLink,issue_Comments,isPR,isTrain,commitMessage,prCodeReviewComments,Multi Thread,Multimedia,CG,OS
2211,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,prevent the search to get focus when deleting/pasting an entry,fixes: #2208  when you delete an entry the focus will no longer jump to the searchbar  instead it will select the next entry (also counts for pasting).,,2208,prevent the search to get focus when deleting/pasting an entry,fixes: #2208when you delete an entry the focus will no longer jump to the searchbar instead it will select the next entry (also counts for pasting),|| now it works for cutting entries tooi removed the code duplicate although im not sure about the the pattern (not able to use `runcommand(actionsdelete)`) || to me code looks good :+2:,move default focus from search to main table for better handling of pasting entries,very annoying in current master:create some entriesdelete one entrycursors moves to seach fieldpaste an entry from clipboard (bibtex code)entry code appears in search field,|| @bartsch-dev could you have a look? 😇,1.0,0.0,change the condition,|| either you change the condition and put cut instead of not cut or you wrap it in if and else || why did you change this? || the new editor was only needed if the condition was met and previously the focus was possibly set to the wrong editor (if the condition wasnt met)  || i changed it to cut (but didnt change the semantic),0,0,0,0
2226,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,fix for #2218: reenable ads fetcher,(see #2218)  fetcher is now working again  - ~~ ~~ affected search based fetcher still unreleased -  tests ~~created for changes~~ pass again - ~~  ()~~ -  - ~~  ( []( - ~~ if you changed the localization: did you run  gradle ate ?~~,,2218,fix for #2218: reenable ads fetcher,(see #2218)fetcher is now working again- ~~ change in changelogmd described~~ affected search based fetcher still unreleased-  tests ~~created for changes~~ pass again- ~~  ()~~-  manually tested changed features in running jabref- ~~  ( [helpjabreforg]( ~~ if you changed the localization: did you run `gradle ate`?~~,,astrophysics data system fetcher broken,it seems that our implementation of the astrophysics data system fetcher is brokenwe are getting a 503 service unavailable error although the service is well up and running i can reproduce the error locally and also travis gets it which breakes the master build the urls mentioned in the tests can be accessed when copying them into the browser and visiting the entry manually maybe this is some bot-detection defense on their sidei turned of the failing tests in master with 573328c7bd12c93dd37109852e3ac3732f1d7598 so that we have a working master again the commit can be reverted once we have a working fetcher againhere comes an excerpt of the travis build```netsfjabreflogicimporterfetcherastrophysicsdatasystemtest > testperformsearchbyxiongsunentry failed    netsfjabreflogicimporterfetcherexception: an i/o exception occurred        at netsfjabreflogicimporteridbasedparserfetcherperformsearchbyid(idbasedparserfetcherjava:85)        at netsfjabreflogicimporterfetcherastrophysicsdatasystemtesttestperformsearchbyxiongsunentry(astrophysicsdatasystemtestjava:187)        caused by:        javaioioexception: server returned  response code: 503 for url:             at sunnetwwwprotocol            at sunnetwwwprotocol            at javaneturlopenstream(urljava:1045)            at netsfjabreflogicimporteridbasedparserfetcherperformsearchbyid(idbasedparserfetcherjava:63)             1 more```,|| potential quickfix: user agent? || maybe you can go ahead and try! || not from my smartphone :wink:,1.0,0.0,use urlconnection with user agent - 2218,|| should we use mozilla as agent for all fetcher?,0,0,0,0
2229,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fix medline fetcher by using https,fix for #2228    -   -   ( []( -  write blog post regarding  after november 9  2016  ncbi  servers will redirect or reject all  requests.,,2228,fix medline fetcher by using https,fix for #2228 -  change in changelogmd described-   ( [helpjabreforg](  write blog post regarding  november 9 2016 ncbi  servers will redirect or reject all  requests,,fetching from medline no longer works as  is enforced,see this issue for details:https://githubcom/jabref/helpjabreforg/issues/130,|| was about to fix that too -)changing the urls in `medlinefetcherjava` is sufficientplease also provide a changelog entry as this change will break previous jabref versionsmore information at pubmed:  || we should also make an announcement since: > after november 9 2016 ncbi  servers will redirect or reject all  requestshttps://wwwncbinlmnihgov/home/develop/https-guidanceshtml,1.0,0.0,fix medline fetcher by using https,,0,0,0,0
2400,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2394 groups matching with brackets in name,2394.  -   -   -   () -  -   ( []( -  if you changed the localization: did you run  gradle ate ?,,2394,2394 groups matching with brackets in name,2394-  change in changelogmd described-  -   ()-  manually tested changed features in running jabref-   ( [helpjabreforg](  if you changed the localization: did you run `gradle ate`?,,group names including brackets and spaces do not filter group anymore in v38,in version 37 is organized static groups with names like:[a] group1     [aa] subgroup1     [bb] subgroup2[b] group2     [aa] subgroup1     [bb] subgroup2the letters in brackets are part of the group or subgroup name i use this to achieve alphabetical ordering of my groups this worked fine in v37in version 38 names of groups/subgroups that contain brackets and spaces do not work anymore clicking on the subgroup names does not filter the group members this happens under windows 7 as well as under ubuntu 1604,|| thanks for reporting this issue it should be fixed in the latest development version could you please check the build from  thanks! || thanks works perfectly,1.0,0.0,fix groups matching with brackets in name,,0,0,0,0
2554,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,replaced lrumap with a guava cache,this is intended as a fix for #2546.  note that the guava caches would allow for automated reloading of the entries  but this is not undertaken in this implementation. instead everything should work as before with the lrumap.  -   -   -  -   ( []()?),,2546,replaced lrumap with a guava cache,this is intended as a fix for #2546note that the guava caches would allow for automated reloading of the entries but this is not undertaken in this implementation instead everything should work as before with the lrumap-  change in changelogmd described-  -  manually tested changed features in running jabref-   ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?),|| thanks ❤️ can you please also change the external-librariestxt and remove commons from there?   || also small issues:```checkstylemain[ant:checkstyle] [error] /home/travis/build/jabref/jabref/src/main/java/net/sf/jabref/logic/pdf/fileannotationcachejava:6: wrong order for netsfjabrefmodeldatabasebibdatabasecontext import [importorder][ant:checkstyle] [error] /home/travis/build/jabref/jabref/src/main/java/net/sf/jabref/logic/pdf/fileannotationcachejava:10: wrong order for javautilhashmap import [importorder]``` || checkstyle help:  || thanks for the feedback there is quite a potential to improve stuff with these caches maybe ill have a look at the big picture there later,replace commons collections by google guava,we currently use both apache commons collections and google guava google guava is seen as the replacement of commons collections at the moment only a single class namely lrumap is used from the commons collections package this should be replaced with the corresponding google guava cachethis is a good start for someone who wants to start helping jabref! :),|| this can be closed now fixed in #2554,1.0,0.0,changed signature of the fileannotationcache constructor fixed import ordering,|| you may remove this line,0,0,0,0
2614,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cleanup window has a scrollbar now.,fix for issue #2501.  -   -   -   () -  -   ( []( -  if you changed the localization: did you run  gradle ate ?,,2501,cleanup window has a scrollbar now,fix for issue #2501-  change in changelogmd described-  -   ()-  manually tested changed features in running jabref-   ( [helpjabreforg](  if you changed the localization: did you run `gradle ate`?,|| it should be fixed now || thanks again for your contribution!ill merge this in as the failing google scholar tests are not related to your changes,cleanup window: no possibility to resize,jabref > 37 (including  jabref-400-dev--snapshot--2017-01-29--masr--7191a7055jar)on linux lmde betsythe cleanup window cannot be resized which makes impossible to add a custom field formattersee picture![cleanup-noresize](https://cloudentcom/assets/6931104/22422727/3db90848-e6ee-11e6-8166-eb91cfdeab79png),|| i tried to fix the layout stuff in #2415 i could not really test it so i would ask you to test that version  as soon as the tests run through  || no resize for cleanup window using ````jabref-400-dev--snapshot--2017-02-03--movefiledir--07a1c4477jar```` || this has been fixed with #2614 - and is now included in the dev builds,1.0,0.0,fix checkstyle issue,|| it is probably better to return `scrollpane` in `getpanel` instead of introducing this new getter || the current code only contains getscrollpane() as i removed getpanel() i decided against returning a scrollpane in getpanel because it makes more sense to name the method getscrollpane imho is this okay with you?,0,0,0,0
2661,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,add possibility to clear the log at runtime,2660  @tobiasdiez the dialog is not modal  but does not update itself when new events arrive  i.e.  needs to be closed and opened again to see new events. is this expected? can we fix this?,,2660,add possibility to clear the log at runtime,2660@tobiasdiez the dialog is not modal but does not update itself when new events arrive ie needs to be closed and opened again to see new events is this expected? can we fix this?,|| yeah @stefan-kolb is now an active javafx developer 😼  code looks good so ill merge this actually new logs should be displayed automatically in the console (this is why it is modal) - thus this is probably a bug (can you please open a new issue i dont have time right now to further investigate this thanks),add an option to clear the log inside the error console,in order to reproduce issues without restarting jabref,,1.0,0.0,2660 add possibility to clear the log at runtime,,0,0,0,0
2711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,avoid conversion of single underscores,2664  single underscores that are not followed by  {  are not converted to unicode during the latex to unicode conversion. this is not actually correct according to the rules of latex  but seems to be an important exception required by our users.  this is achieved by the following:  1. replace all single underscores with  jabrefunderscore   2. do the unicode conversion  3. replace  jabrefunderscore  with an underscore  todo: we should find a better magic word instead of  jabrefunderscore   because every character will be processed by latex2unicode and that costs performance. however  it should still be long and unique enough so that we avoid accidental conversions. suggestions anyone?  -   -   -  manually tested changed features in running jabref,,2664,avoid conversion of single underscores,2664single underscores that are not followed by `{` are not converted to unicode during the latex to unicode conversion this is not actually correct according to the rules of latex but seems to be an important exception required by our usersthis is achieved by the following: 1 replace all single underscores with `jabrefunderscore` 2 do the unicode conversion 3 replace `jabrefunderscore` with an underscoretodo: we should find a better magic word instead of `jabrefunderscore` because every character will be processed by latex2unicode and that costs performance however it should still be long and unique enough so that we avoid accidental conversions suggestions anyone?-  change in changelogmd described-  -  manually tested changed features in running jabref,|| what about the unicode replacement char? || excellent idea @siedlerchr i have implemented this using the replacement char (and it still works) || as discussed in the devcall: this can be merged aber fixing checkstyle,latex2unicode formatter: captial letters after an underscore are wrapped in braces,while checking the problem with the underscores in the groups from  #2599 i noticed its a problem of the latex2unicode formatter:  create a new entry with title `underscore_underscore`savein the main table the entry is shown as `underscore_(u)nderscore`,|| is it possible to file an issue at  || hmm i think the behavior of determining subscript is consistent with latex (although if not in the math environment a compile error would be thrown) in other words i guess latex2unicode is doing its job as intended?maybe jabref can add some extra logic to determine when latex2unicode should kick in? || when interpreting `_` with latex the `_` command is a command stating that the following character should be go to subscript if one does not want that one has to load the [underscore]( package see  jabref should escape the underscore when doing the conversion (this assumes that the user loads the underscore package)? or warn the user?  || solution idea: `_` is only converted if followed by `_{} ` - idea: replace _ by arbitrarystring then convert to unicode and then convert back || @tomtung probably in `text_u` the `u` should be converted to subscript letter in unicode and show it as textᵤ || @tobiasdiez yeah thats the current behavior also i use `_(whatever)` to represent subscript when there are no corresponding unicode subscript characters available,1.0,0.0,remove unused import,|| typo: to latex during the latex to unicode cconversion ) || can you please split the test into two tests and convert your comments into nice test names 😸  || fixed || of course i can -),0,0,0,0
2816,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2806: date editor also accepts incomplete dates,   --> should fix  and   -   -   -   () -  -   ( []( -  if you changed the localization: did you run  gradle ate ?,,2806,2806: date editor also accepts incomplete dates,   -->should fix  and   change in changelogmd described-  -   ()-  manually tested changed features in running jabref-   ( [helpjabreforg](  if you changed the localization: did you run `gradle ate`?,,400 entry editor rework  - not possible to enter date manually,enter 2011 in the date field click save or enter other field-> date information is gone enter date in the bibtex code as `date  {2011} ` the correct year is shown in the date-field try to modify it eg to 2012 -> date information is gone in some cases the date information is deleted from the bibtex code as well@tobiasdiez  sounds to me as if there is something wrong with the databinding,,1.0,0.0,remove empty line,,0,0,0,0
2891,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,adjust tests: ads fetcher returns url  dblp no longer works with negative operators,#2890  internal change only  some adjusted tests,,2890,adjust tests: ads fetcher returns url dblp no longer works with negative operators,#2890internal change only some adjusted tests,,dblp fetcher negative operators do no longer work (server side issue),> update may 7 2017: please note that we had to disable the phrase search operator () and the boolean not operator (-) due to technical problems for the time being phrase search queries will yield regular prefix search result and search terms preceded by a minus will be interpreted as regular (positive) search termshttp://dblpuni-trierde/search,|| fixed in https://githubcom/jabref/jabref/pull/2891,1.0,0.0,fetcher returns new keyword for math sci net entry,,0,0,0,0
2921,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2854: readd context menu to linked files editor,   -->  this was the last feature missing from the old file list editor. the old class could thus be deleted.  -   -   -   () -  -   ( []( -  if you changed the localization: did you run  gradle ate ?,,2854,2854: readd context menu to linked files editor,   -->this was the last feature missing from the old file list editor the old class could thus be deleted-  change in changelogmd described-  -   ()-  manually tested changed features in running jabref-   ( [helpjabreforg](  if you changed the localization: did you run `gradle ate`?,|| codewise looks good but you do have an architectural violatin your model class depends on gui:` import orgjabrefguiexternalfiletypeexternalfiletype `and i tested it locally apart fromt he keybindings problem it works but i found one bugi can not delete a file entry which has no underlying file just add this line in your bibdatabase and try to delete the entry then:```file {:kitamura2009 - a supporting tool for requirements elicitation using a domain ontologypdf:pdf}```it gives you an error message file not found,no context menu for file table in general tab,context menu is missing to delete assignment files open files(https://cloudentcom/assets/2141507/26243450/346aa280-3c8c-11e7-9956-7bb6ad2d15f8png),|| the filelisteditor needs to be apdated to javafx,1.0,0.0,fix small bug,,0,0,0,0
2972,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,add remove link context menu entry in file editor,   -->   fix for #2968  (  -   -   -   () -  -   ( []( -  if you changed the localization: did you run  gradle ate ?,,2968,add remove link context menu entry in file editor,   -->fix for #2968 (  change in changelogmd described-  -   ()-  manually tested changed features in running jabref-   ( [helpjabreforg](  if you changed the localization: did you run `gradle ate`?,,add menu option to remove link to a file,![selection_081]( remove link to file to context menu,|| thank you for reporting this issue we think that is already fixed in our development version and consequently the change will be included in the next releasewe would like to ask you to use a development build from  and report back if it works for you,1.0,0.0,add remove link context menu entry in file editor,|| i think it also makes sense to enable it for online links,0,0,0,0
2995,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,less backups,addresses #2993  the frequent events are due to the bidirectional binding which transfers every change directly into the bibentry. if we want fewer events  the only solution will probably be to break the binding  which would be very disappointing for the javafx implementation. in my point of view the problem is not on the side of event creation. after all  every change should trigger an event and javafx triggers many changes. imho  this should be fixed in how we react to events.  i also noticed the exception  but do not get a dialog. this seems to happen because of the save operation invoked by the backup.  a solution might be to do less backups  by:  1. doing backups only every x events and not for every event  2. ignoring fieldchangeevents in the backup  3. adding the size of the field change in the fieldchangeevent class  so that you can ignore it if only 1 character changed.  this pr combines options 1. and 3.  i.e.: the backup manager ignores events that are very minor and only does a backup if enough of them have happened (currently set to five).  what do you think?   -   -   -   () -  -   ( []( -  if you changed the localization: did you run  gradle ate ?,,2993,less backups,addresses #2993the frequent events are due to the bidirectional binding which transfers every change directly into the bibentry if we want fewer events the only solution will probably be to break the binding which would be very disappointing for the javafx implementation in my point of view the problem is not on the side of event creation after all every change should trigger an event and javafx triggers many changes imho this should be fixed in how we react to eventsi also noticed the exception but do not get a dialog this seems to happen because of the save operation invoked by the backupa solution might be to do less backups by: 1 doing backups only every x events and not for every event 2 ignoring fieldchangeevents in the backup 3 adding the size of the field change in the fieldchangeevent class so that you can ignore it if only 1 character changedthis pr combines options 1 and 3 ie: the backup manager ignores events that are very minor and only does a backup if enough of them have happened (currently set to five)what do you think?-  change in changelogmd described-  -   ()-  manually tested changed features in running jabref-   ( [helpjabreforg](  if you changed the localization: did you run `gradle ate`?,,entry editor triggers db change events too often,already noticed that in my sharelatex integration stuff:the database changed event is triggered on every character insert enter some text in a field-> enter a brace  suddenly dialog about ummatched braces pops up click ok in the log you see a save exception about unmatched braces,|| fixed by #2995,1.0,0.0,one more try for fixing checkstyle,,0,0,0,0
2997,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,changes in the entry editor mark the database as dirty,partial fix to  #2787   changes in the entry editor now mark the database as dirty. this are somewhat proactive: even only opening the entry editor will mark the database as changed. i d say this isn t a problem. i d rather have it do the marking than forget one.  essentially  this adds another listener to the properties in the entry editor that propagates the change whenever the property changes. i haven t figured out how to do this for groups.  -   -   -   () -  -   ( []( -  if you changed the localization: did you run  gradle ate ?,,2787,changes in the entry editor mark the database as dirty,partial fix to  #2787 changes in the entry editor now mark the database as dirty this are somewhat proactive: even only opening the entry editor will mark the database as changed id say this isnt a problem id rather have it do the marking than forget oneessentially this adds another listener to the properties in the entry editor that propagates the change whenever the property changes i havent figured out how to do this for groups-  change in changelogmd described-  -   ()-  manually tested changed features in running jabref-   ( [helpjabreforg](  if you changed the localization: did you run `gradle ate`?,|| id say this is a hack whereas it is better than missing a changed state for now we should only mark the db as dirty if we really changed something || im also not very happy with this solution from an architectural view: why should the gui handle the dirty/clean state and not the logic? i would propose to add listeners to the database/metadata in `databasecontext` which sets a corresponding flag the ui can then listen to changes of this new property and display the star in the tab accordingly || the databasechangedevent is already realized with the eventbus system so it just needs a couple of listeners if i understand it correctly and one event bus can have multiple listeners for the same event || ok i see so far it had been implemented only in the basepanel but i aggree that the cleanest solution is probably to track it in the database itself this wont be as quick as the current solution though :)the consensus seems to be that we are not going in this direction so ill close this pr,changes to groups and edits in entry editor no longer mark database as dirty,for groups raised in  and also occurs in the current development build for changes in bibentries possible solution: main table should listen to changes to database + maintable (instead of the old push-notification),|| refs https://githubcom/jabref/jabref/issues/2946,1.0,0.0,fix checkstyle warning,,0,0,0,0
3007,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,add preference migration for keybdingings,fix for #2980       -->  -   -   -   () -  -   ( []( -  if you changed the localization: did you run  gradle ate ?,,2980,add preference migration for keybdingings,fix for #2980    -->-  change in changelogmd described-  -   ()-  manually tested changed features in running jabref-   ( [helpjabreforg](  if you changed the localization: did you run `gradle ate`?,,add preference migration for keybindings,at the moment the workaround is to either reset them or manually replace them in the prefs filemodifier(ctrl alt meta shift followed by white space must be replaced with modifier followed by plus sign)follow up from https://githubcom/jabref/jabref/pull/2971#issuecomment-313513136,|| preferencesmigrationsjava,1.0,0.0,add preference migration for keybdingings,,0,0,0,0
3092,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fetcher timestamp,3074.,,3074,fetcher timestamp,3074,|| ok i tried to create a own preference class not sure if ive done that correctly (as intended at the moment) should i also replace calls to the preferences inside the general tab?,adding from doi does not generate timestamp,jabref version jabref 40-dev--snapshot--2017-08-03--master--e9fbf1963linux 440-21-generic amd64 java 180_144onubuntu 1404steps to reproduce:1 check on options --> preferences --> general --> mark new entries with addition datecheck on options --> preferences --> general --> overwritefield name: timestamp2 add an entry by doi i have tried several and the same behavior happens here is a sample: 101002/jae25573 entry is added but timestamp is not populatedi have confirmed that adding an entry manually still creates a timestamp,|| thank you for your report :+1:this should be fixed in current `master` please try the latest build from  || this should be fixed in the latest development version could you please check the build from  thanks! || i checked the latest master build and the behavior is as expected now thanks!,1.0,0.0,checkstyle is a pain in the ***,,0,0,0,0
3203,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,when groups are removed  also remove them from entries,3190  -   -   -   () -  -   ( []( -  if you changed the localization: did you run  gradle ate ?,,3190,when groups are removed also remove them from entries,3190-  change in changelogmd described-  -   ()-  manually tested changed features in running jabref-   ( [helpjabreforg](  if you changed the localization: did you run `gradle ate`?,|| ok i managed to get this done and i think ive addressed everything as the reviewers desired it can be merged from my point of view so please have a look and merge if you think it is ok || one more try :) now only explicitgroups are removed from entries keyword-based groups are kept i hope this is the last missing puzzle piece || sorry for being pestic but with this implementation keyword groups that are children of the deleted explicit group are still handled wrongly i directly committed a fix if you are fine with it you have my ok for mergeby the way in order to convince you about the testability of javafx code you are invited to write a test covering the new behavior 😈   || thanks challenge accepted :) i did not only add one test but threei will merge when the build goes through,deleting a group via groups interface does not remove that group reference from bibtex source,jabref 40-devlinux 440-92-generic amd64java 180_131steps to reproduce:1 open group interface (groups -> toggle groups interface)2 create a group3 add an item to the group4 right click on the group in the group interface -> remove group and subgroupsthe group gets removed but the reference to it in the bibtex source of each item that was in the group does not (ie groups  {abc})this causes an unstable state where jabref might freeze if you try adding that item to another group because of a null pointer [javafx application thread] error orgjabreffallbackexceptionhandler - uncaught exception occurred in thread[javafx application thread5main]javalangnullpointerexception: null,|| this is a bug it is reproducible while removing or changing group name from entry editor works fine but from groups menu it shows unexpected behaviour,1.0,0.0,add tests for removal changes,|| why do you catch a npe here? looks strange || i know for some reason this binding triggers a nullpointerexception when a group is removed even though there was a null check directly before i tried hard but i could not pin down the actual cause of this (or which object actually is null) the debugger is really of no use with lambdas and bindings but look at the complete code change in this class its just a different way of doing the same thing with a null checkapart from that the npe doesnt have any effect the removal works anyway and the selection is cleared all that this line does is to avoid a stack trace in the logi can offer to add a code comment explaining this but i dont have more time to investigate why this is triggered (spent enough on that already) so its either this solution or a stack trace in the log || okay add a comment and i am fine not the best idea yeah but i know how hard it is do debug binding lamdba stuff || okay i took the time to rewrite that part in an imperative fashion track down the bug and fix it properly it is totally insane `list<treeitem<groupnodeviewmodel>> newselectedgroups` is a list that can actually contain `null` values when you iterate over that list in an absolutely standard fashion eg `for (treeitem<groupnodeviewmodel> model : newselectedgroups) {` than `model` can actually be nullif thats not a violation of the basic contract of how collections work in java then i dont know what would be || this is really odd || the npe is valid in the for each loop it does not check against null it only skips the loop if the list is empty so this is more of a design issue that the treeitem could be null at one poin || interesting thanks :) you never finish learning about even the most basic aspects of the languageanyway the code avoids the npe now through proper checking so this pr should be ready to go  || with these changes i think the `updateviewmodel` consumer can be replaced by `this::updateselection` (or whatever the exact syntax is for these generics) || i prefer the condensed 1-line form for javafx classes since these @fxml and @inject tags make the code rather clumsy but both forms are fine with me (we should just stick to one convention) || the groupstreenode class already contains the `getmatchinggroups` method  which slightly differs from this code here but is very similar in its purpose (its also matches dynamics and search groups) thus i would propose to move the new code to a new method `grouptreenode::getmatchingexplicitgroups` moreover please reuse `explicitgroup:contains`  for the group membership check || this was done by the intellij autoformat function ill gladly change it back || ok ill have a check and see what i can do || ok thanks ill look into these things i added this method basically because im not at all an expert in the group code and didnt know about these methods || done || moved and refactored i kept the method name though || you need to check if the `group` is an explicit group otherwise removing a dynamic keyword-based group also removes the keyword from the entries that are matched by this group - this behavior is probably not what we want || ok thanks for clarifying but then what do i do if it is a dynamic keyword group? no removal at all? || yes i would just ignore every other type of group but the explicit group (or ask the user for confirmation for the removal) || ok done!,0,0,0,0
3211,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,added logic to check whether linked file already exists,#3172  added a check in linkedfileviewmodel.rename() to see if a file which is being renamed already exists in the target location. if such a file is found then an error popup displays informing the user of the conflict. user will be prompted to choose whether to overwrite or cancel.  also see #3188 for additional details.,,3172,added logic to check whether linked file already exists,#3172 added a check in linkedfileviewmodelrename() to see if a file which isbeing renamed already exists in the target location if such a file isfound then an error popup displays informing the user of the conflictuser will be prompted to choose whether to overwrite or cancelalso see #3188 for additional details,|| this work fine and includes all the requested changes from the previous pull request with one caveat  if the file being overridden is related to a different entry and has different case such as entry 1  [abc] renamed to [def] entry 2  [def] then the 2nd entry file association will target a now non-existing file  its possible to get around this by searching the database for any entries that have the old filename [def] and changing the association to the new filename but i dont know if thats something desireable so i decided to push this as is for now || ok i changed to an optional and removed !filesexists(targetfilepath) as its redundant  im still getting the hang of git and egit so hopefully the merge didnt mess anything up || @andrew-lev  i stick to git and git gui from command line a lot easier than struggling with the eclipse git client  || thanks this looks really good now!,rename file fails silently,renaming a linked file fails if there already exists a file with the namein the general tab of the entry editor: right click on the linked file -> rename file a popup that states the new file name appears confirming it results in a failure without any message the other file is not overwritten and the operation apparently has no effecti would expect that a popup message appears and asks to user to confirm the overwritejabref 40-devmac os x 10126 x86_64 java 180_144,|| have a look at ```public class linkedfileviewmodel extends abstractviewmodel { public void rename() { ``` || it sounds like adding a check for existing files in that directory with the targetfilename and then showing the error dialog would take care of this  i can fix this fairly quickly want me to work on it? || didnt take very long at all actually![samefilenameerror]( || yeah cool stuff! just open the pr and well have a look at it! || fixed in #3211 thanks @andrew-lev!,1.0,0.0,put in null return,|| please use [optional<path>]( as a return type and return an empty optional here instead of  `null` || findfirst also returns an optional so you could just forward that one from here  || and here you can then check the above optional with ispresent and avoid the null  || here you have two unchecked calls for optionalget() will they always succeed? if so can you please comment in the code why this is so? otherwise please add some error handling || please reformat the code```/*** check to see* */``` || this is maybe a bit nitpicky: think of a more intuitive name for the method that reflects the return type `filealreadyexists` sounds to me like it would return a boolean how about `findexistingfile` or something similar? || you could reduce code-duplication by extracting this method call into a private method,0,0,0,0
