prNumber,Logging,Data Structure,Logic,Setup,Util,Microservices,Test,App,Search,i18n,Parser,APM,UI,Utlity,Multi Thread,OS,Interpreter,prTitle,prBody,prIssue,issueNumber,issueTitle,issueBody,prComments,issueTitleLink,issueBodyLink,issue_Comments,isPR,isTrain,commitMessage,prCodeReviewComments,NLP,Network,DB,Error Handling,Lang,DevOps,ML,IO,Security,Cloud,Big Data,Event Handling,GIS,Multimedia,CG
5483,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,color picker -  jerky zoom animation,   quick zoom was causing zoomwindow to jump and cut the animation 5462   5462  . if not  go over [here](    . if not checked  i m ready to accept this work might be rejected in favor of a different grand plan. : #   info on pull request    before  ![oldzoom](   ![newzoom](https://user-images.ent.com/11967522/89121042-b2164c00-d4bb-11ea-8327-3c1395f59400.gif),,5462,color picker -   jerky zoom animation,   quick zoom was causing zoomwindow to jump and cut the animation 5462     5462 *      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #   info on pull request   before ![oldzoom](https://user-images entcom/11967522/89121037-acb90180-d4bb-11ea-8bb0-878debf6137agif) ![newzoom](https://user-imagesgithubusercontentcom/11967522/89121042-b2164c00-d4bb-11ea-8327-3c1395f59400gif),nice :)! minor nit: it feels as if the window gets resized from 00 and it jumps half way through would it help to center the animation (rendertransformorigin or something like that) to 0505? || @niels9001 i cannot really set rendertransformorigin to 05 because i am actually moving the window (setting top left corner) and increasing the size at the same time as i am moving it so i am not animating stuff in the context of the window itself but rather the whole window ||,[color picker] zooming in fast with mousewheel results in a jumping and juddering zoom animation,  ℹ computer information- windows build number: 1903- powertoys version: 20- powertoy module: color picker  📝 provide detailed reproduction steps (if any)1 press shift+win+c2 move the cursor to the point of interest3 scroll fast with mwheel (think about logitech free spinning mwheel) to get to the highest zoom setting  ✔️ expected resultno juddering zoom animation could be by skipping the zoom levels in-between when too many zoom-in events are registered in a small time frame or by a smooth animation # ❌ actual resultthere are a couple of zoom areas shown the position jumps a bit due to the different sizes of the zoom area outline and it looks like a broken animation and very juddering,cc @martinchrzan  ||,1.0,0.0,  jerky zoom animation,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5601,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,[fancyzones] focus layout zones mismatch in editor and applied layout,   _?_ when applying focus layout  what was shown in editor and what was actually applied was different. this pr fixes this behavior.    5407 . if not  go over [here](    . if not checked  i m ready to accept this work might be rejected in favor of a different grand plan. : #  _?_ apply focus layout open editor and confirm that layout preview matches with applied layout (hold shift and drag to show applied layout),,5407,[fancyzones] focus layout zones mismatch in editor and applied layout,   _ ?_when applying focus layout what was shown in editor and what was actually applied was different this pr fixes this behavior     5407*      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : # _ ?_apply focus layoutopen editor and confirm that layout preview matches with applied layout (hold shift and drag to show applied layout),,fancyzoness display of focus template is not an accurate representation of real window positioning,     ℹ computer information- windows build number: win10 1909 18363959- powertoys version: v0200- powertoy module: fancyzones  📝 provide detailed reproduction steps (if any)1 choose layout for this desktop: choose focus2 click apply3 hold shift key while drugging a window  ✔️ expected resultthe window is resized/repositioned to where the grey area that was indicated in the setting preview # ❌ actual resultthe window is resized/repositioned to the blue area which is different than the grey area that was indicated in the setting preview  📷 screenshotsthe grey area that was indicated in the setting preview ( blue area that was actually in effect ![image]( two are not the same,fix added in 0211 please go to  to upgrade ||,1.0,0.0,fix difference in editor and applied focus layout zones size and increments,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5620,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,getting shell plugin on stylecop,   getting stylecop enabled on all projects  this is for shell plugin    5295 . if not  go over [here](    . if not checked  i m ready to accept this work might be rejected in favor of a different grand plan. : #   info on pull request  __     _?_,,5295,getting shell plugin on stylecop,   getting stylecop enabled on all projects this is for shell plugin     5295*      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #    ?_   _ ?_,,[chore] stylecop on projects,we should keep a consistent coding stylefor c# we can do this via stylecopthis work should leverage our existing - stylecopjson- globalsuppressionscs- stylecopanalyzers  launcher - done-   - powerlauncher - #5677 #5750 #5909 #5952 #5960 #5968-   - woxcore - #5671 #5744 #5877-   - woxinfrastructure - #5671 #5689 #5729 #5875 #5891-   - woxplugin - #5677 #5853-   - woxtest - #5677 #5747 #5846-   - microsoftplugincalculator - done #5622-   - microsoftpluginfolder - done #5844-   - microsoftpluginindexer - done #5629-   - microsoftpluginprogram - #5908 #5917 #5951 #5964-   - microsoftpluginprogramunittests - #5908 #5925 #5945- [x] - microsoftpluginuriunittests - #5885- [x] - powerlaunchertelemetry - done #5677- [x] - microsoftpluginshell - done #5620- [x] - microsoftpluginwindowwalker - done #5382  everything else - [x] - interop-tests - done #5296 - [x] - managedcommon - done #5301- [x] - telemetry - done #5301- [x] - microsoftpowertoyssettingslib - done- [x] - microsoftpowertoyssettingsui - #5630- [x] - microsoftpowertoyssettingsrunner - done- [x] - microsoftpowertoyssettingsunittest - done #5364- [x] - colorpickerui - done #5336- [x] - fancyzoneeditor - done #5297- [x] - imageresizerui - done- [x] - imageresizeruitest - done- [x] - markdownpreviewhandler - done #5297- [x] - previewhandlercommon - done #5297- [x] - svgpreviewhandler - done #5337- [x] - svgthumbnailprovider - done #5338- [x] - unittests-markdownpreviewhandler - done #5339- [x] - unittests-previewhandlercommon - done #5340- [x] - unittests-svgpreviewhandler - done #5341- [x] - unittests-svgthumbnailprovider - done #5335,,1.0,0.0,getting shell on stylecop,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5622,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,stylecop for pt run calculator plugin,   onboarding stylecop enforcement for calculator    5295 . if not  go over [here](    . if not checked  i m ready to accept this work might be rejected in favor of a different grand plan. : #   info on pull request  __     _?_,,5295,stylecop for pt run calculator plugin,   onboarding stylecop enforcement for calculator     5295*      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #    ?_   _ ?_,,[chore] stylecop on projects,we should keep a consistent coding stylefor c# we can do this via stylecopthis work should leverage our existing - stylecopjson- globalsuppressionscs- stylecopanalyzers  launcher - done-   - powerlauncher - #5677 #5750 #5909 #5952 #5960 #5968-   - woxcore - #5671 #5744 #5877-   - woxinfrastructure - #5671 #5689 #5729 #5875 #5891-   - woxplugin - #5677 #5853-   - woxtest - #5677 #5747 #5846-   - microsoftplugincalculator - done #5622-   - microsoftpluginfolder - done #5844-   - microsoftpluginindexer - done #5629-   - microsoftpluginprogram - #5908 #5917 #5951 #5964-   - microsoftpluginprogramunittests - #5908 #5925 #5945- [x] - microsoftpluginuriunittests - #5885- [x] - powerlaunchertelemetry - done #5677- [x] - microsoftpluginshell - done #5620- [x] - microsoftpluginwindowwalker - done #5382  everything else - [x] - interop-tests - done #5296 - [x] - managedcommon - done #5301- [x] - telemetry - done #5301- [x] - microsoftpowertoyssettingslib - done- [x] - microsoftpowertoyssettingsui - #5630- [x] - microsoftpowertoyssettingsrunner - done- [x] - microsoftpowertoyssettingsunittest - done #5364- [x] - colorpickerui - done #5336- [x] - fancyzoneeditor - done #5297- [x] - imageresizerui - done- [x] - imageresizeruitest - done- [x] - markdownpreviewhandler - done #5297- [x] - previewhandlercommon - done #5297- [x] - svgpreviewhandler - done #5337- [x] - svgthumbnailprovider - done #5338- [x] - unittests-markdownpreviewhandler - done #5339- [x] - unittests-previewhandlercommon - done #5340- [x] - unittests-svgpreviewhandler - done #5341- [x] - unittests-svgthumbnailprovider - done #5335,,1.0,0.0,onboarding stylecop,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5629,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,style cop for indexer plugin,   getting stylecop online for indexer plugin    5295 . if not  go over [here](    . if not checked  i m ready to accept this work might be rejected in favor of a different grand plan. : #   info on pull request  __     _?_,,5295,style cop for indexer plugin,   getting stylecop online for indexer plugin     5295*      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #    ?_   _ ?_,,[chore] stylecop on projects,we should keep a consistent coding stylefor c# we can do this via stylecopthis work should leverage our existing - stylecopjson- globalsuppressionscs- stylecopanalyzers  launcher - done-   - powerlauncher - #5677 #5750 #5909 #5952 #5960 #5968-   - woxcore - #5671 #5744 #5877-   - woxinfrastructure - #5671 #5689 #5729 #5875 #5891-   - woxplugin - #5677 #5853-   - woxtest - #5677 #5747 #5846-   - microsoftplugincalculator - done #5622-   - microsoftpluginfolder - done #5844-   - microsoftpluginindexer - done #5629-   - microsoftpluginprogram - #5908 #5917 #5951 #5964-   - microsoftpluginprogramunittests - #5908 #5925 #5945- [x] - microsoftpluginuriunittests - #5885- [x] - powerlaunchertelemetry - done #5677- [x] - microsoftpluginshell - done #5620- [x] - microsoftpluginwindowwalker - done #5382  everything else - [x] - interop-tests - done #5296 - [x] - managedcommon - done #5301- [x] - telemetry - done #5301- [x] - microsoftpowertoyssettingslib - done- [x] - microsoftpowertoyssettingsui - #5630- [x] - microsoftpowertoyssettingsrunner - done- [x] - microsoftpowertoyssettingsunittest - done #5364- [x] - colorpickerui - done #5336- [x] - fancyzoneeditor - done #5297- [x] - imageresizerui - done- [x] - imageresizeruitest - done- [x] - markdownpreviewhandler - done #5297- [x] - previewhandlercommon - done #5297- [x] - svgpreviewhandler - done #5337- [x] - svgthumbnailprovider - done #5338- [x] - unittests-markdownpreviewhandler - done #5339- [x] - unittests-previewhandlercommon - done #5340- [x] - unittests-svgpreviewhandler - done #5341- [x] - unittests-svgthumbnailprovider - done #5335,,1.0,0.0,fixing stylecop violations,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5630,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,style cop for settings.ui,   warnings were being thrown for style cop related items.   pr checklist  *  5295 . if not  go over [here](    . if not checked  i m ready to accept this work might be rejected in favor of a different grand plan. : #   info on pull request  __     _?_,,5295,style cop for settingsui,   warnings were being thrown for style cop related items     5295*      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #    ?_   _ ?_,,[chore] stylecop on projects,we should keep a consistent coding stylefor c# we can do this via stylecopthis work should leverage our existing - stylecopjson- globalsuppressionscs- stylecopanalyzers  launcher - done-   - powerlauncher - #5677 #5750 #5909 #5952 #5960 #5968-   - woxcore - #5671 #5744 #5877-   - woxinfrastructure - #5671 #5689 #5729 #5875 #5891-   - woxplugin - #5677 #5853-   - woxtest - #5677 #5747 #5846-   - microsoftplugincalculator - done #5622-   - microsoftpluginfolder - done #5844-   - microsoftpluginindexer - done #5629-   - microsoftpluginprogram - #5908 #5917 #5951 #5964-   - microsoftpluginprogramunittests - #5908 #5925 #5945- [x] - microsoftpluginuriunittests - #5885- [x] - powerlaunchertelemetry - done #5677- [x] - microsoftpluginshell - done #5620- [x] - microsoftpluginwindowwalker - done #5382  everything else - [x] - interop-tests - done #5296 - [x] - managedcommon - done #5301- [x] - telemetry - done #5301- [x] - microsoftpowertoyssettingslib - done- [x] - microsoftpowertoyssettingsui - #5630- [x] - microsoftpowertoyssettingsrunner - done- [x] - microsoftpowertoyssettingsunittest - done #5364- [x] - colorpickerui - done #5336- [x] - fancyzoneeditor - done #5297- [x] - imageresizerui - done- [x] - imageresizeruitest - done- [x] - markdownpreviewhandler - done #5297- [x] - previewhandlercommon - done #5297- [x] - svgpreviewhandler - done #5337- [x] - svgthumbnailprovider - done #5338- [x] - unittests-markdownpreviewhandler - done #5339- [x] - unittests-previewhandlercommon - done #5340- [x] - unittests-svgpreviewhandler - done #5341- [x] - unittests-svgthumbnailprovider - done #5335,,1.0,0.0,getting stylecop undercontrol for ui warnings,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5677,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,stylecop - get whitespace / headers for pt run,   getting most of stuff working fixing most whitespace issues  reordering namespaces and adding in headers wox.test  powerlauncher  wox.plugin  powerlaucher.telemetry    5295 . if not  go over [here](    . if not checked  i m ready to accept this work might be rejected in favor of a different grand plan. : #   info on pull request  __     _?_,,5295,stylecop - get whitespace / headers for pt run,   getting most of stuff working fixing most whitespace issues reordering namespaces and adding in headerswoxtest powerlauncher woxplugin powerlauchertelemetry     5295*      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #    ?_   _ ?_,,[chore] stylecop on projects,we should keep a consistent coding stylefor c# we can do this via stylecopthis work should leverage our existing - stylecopjson- globalsuppressionscs- stylecopanalyzers  launcher - done-   - powerlauncher - #5677 #5750 #5909 #5952 #5960 #5968-   - woxcore - #5671 #5744 #5877-   - woxinfrastructure - #5671 #5689 #5729 #5875 #5891-   - woxplugin - #5677 #5853-   - woxtest - #5677 #5747 #5846-   - microsoftplugincalculator - done #5622-   - microsoftpluginfolder - done #5844-   - microsoftpluginindexer - done #5629-   - microsoftpluginprogram - #5908 #5917 #5951 #5964-   - microsoftpluginprogramunittests - #5908 #5925 #5945- [x] - microsoftpluginuriunittests - #5885- [x] - powerlaunchertelemetry - done #5677- [x] - microsoftpluginshell - done #5620- [x] - microsoftpluginwindowwalker - done #5382  everything else - [x] - interop-tests - done #5296 - [x] - managedcommon - done #5301- [x] - telemetry - done #5301- [x] - microsoftpowertoyssettingslib - done- [x] - microsoftpowertoyssettingsui - #5630- [x] - microsoftpowertoyssettingsrunner - done- [x] - microsoftpowertoyssettingsunittest - done #5364- [x] - colorpickerui - done #5336- [x] - fancyzoneeditor - done #5297- [x] - imageresizerui - done- [x] - imageresizeruitest - done- [x] - markdownpreviewhandler - done #5297- [x] - previewhandlercommon - done #5297- [x] - svgpreviewhandler - done #5337- [x] - svgthumbnailprovider - done #5338- [x] - unittests-markdownpreviewhandler - done #5339- [x] - unittests-previewhandlercommon - done #5340- [x] - unittests-svgpreviewhandler - done #5341- [x] - unittests-svgthumbnailprovider - done #5335,,1.0,0.0,fixing most whitespace issues reordering namespaces and adding in headers,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5685,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,url audit,   audit urls    5328 . if not  go over [here](    . if not checked  i m ready to accept this work might be rejected in favor of a different grand plan. : #   info on pull request  __     _?_,,5328,url audit,   audit urls     5328*      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #    ?_   _ ?_,,[chore] audit all urls and see if they can be akams links,before #5308 we had made an assumption that the link was an aka link since it is in the notification area an aka linkwe should audit all urls and validate make sure they are aka links when possible,i noticed [generalpagexaml]( had a few links that werent akams not sure whether the protocol is to standardize all links to akams or leave the general github links (like source repo issues etc) || depends on link sadly || in pr  ||,1.0,0.0,url audit,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5743,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,reduce program plugin results,  reduce results from the program plugin.     5262  . if not  go over [here](     info on pull request this pr removes results below a given fraction of the maximum score from program plugin results.     manually validated that tests pass and program plugin removes results.,,5262,reduce program plugin results,   reduce results from the program plugin      5262 *      (  *      info on pull requestthis pr removes results below a given fraction of the maximum score from program plugin results    manually validated that tests pass and program plugin removes results,,[run] reduce number of results from plugins,reduce the number of results from plugins to allow queries to be processed faster,,1.0,0.0,nit fix for program plugin,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5747,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,stylecop whitespace for wox.test,   restricted updates to only whitespace to reduce load for prs    5295 . if not  go over [here](    . if not checked  i m ready to accept this work might be rejected in favor of a different grand plan. : #   info on pull request  __     _?_,,5295,stylecop whitespace for woxtest,   restricted updates to only whitespace to reduce load for prs     5295*      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #    ?_   _ ?_,,[chore] stylecop on projects,we should keep a consistent coding stylefor c# we can do this via stylecopthis work should leverage our existing - stylecopjson- globalsuppressionscs- stylecopanalyzers  launcher - done-   - powerlauncher - #5677 #5750 #5909 #5952 #5960 #5968-   - woxcore - #5671 #5744 #5877-   - woxinfrastructure - #5671 #5689 #5729 #5875 #5891-   - woxplugin - #5677 #5853-   - woxtest - #5677 #5747 #5846-   - microsoftplugincalculator - done #5622-   - microsoftpluginfolder - done #5844-   - microsoftpluginindexer - done #5629-   - microsoftpluginprogram - #5908 #5917 #5951 #5964-   - microsoftpluginprogramunittests - #5908 #5925 #5945- [x] - microsoftpluginuriunittests - #5885- [x] - powerlaunchertelemetry - done #5677- [x] - microsoftpluginshell - done #5620- [x] - microsoftpluginwindowwalker - done #5382  everything else - [x] - interop-tests - done #5296 - [x] - managedcommon - done #5301- [x] - telemetry - done #5301- [x] - microsoftpowertoyssettingslib - done- [x] - microsoftpowertoyssettingsui - #5630- [x] - microsoftpowertoyssettingsrunner - done- [x] - microsoftpowertoyssettingsunittest - done #5364- [x] - colorpickerui - done #5336- [x] - fancyzoneeditor - done #5297- [x] - imageresizerui - done- [x] - imageresizeruitest - done- [x] - markdownpreviewhandler - done #5297- [x] - previewhandlercommon - done #5297- [x] - svgpreviewhandler - done #5337- [x] - svgthumbnailprovider - done #5338- [x] - unittests-markdownpreviewhandler - done #5339- [x] - unittests-previewhandlercommon - done #5340- [x] - unittests-svgpreviewhandler - done #5341- [x] - unittests-svgthumbnailprovider - done #5335,,1.0,0.0,whitespace only,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5750,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,stylecop powerlauncher whitespace tweaks,   whitespace tweaks for powerlauncher    5295 . if not  go over [here](    . if not checked  i m ready to accept this work might be rejected in favor of a different grand plan. : #   info on pull request  __     _?_,,5295,stylecop powerlauncher whitespace tweaks,   whitespace tweaks for powerlauncher     5295*      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #    ?_   _ ?_,,[chore] stylecop on projects,we should keep a consistent coding stylefor c# we can do this via stylecopthis work should leverage our existing - stylecopjson- globalsuppressionscs- stylecopanalyzers  launcher - done-   - powerlauncher - #5677 #5750 #5909 #5952 #5960 #5968-   - woxcore - #5671 #5744 #5877-   - woxinfrastructure - #5671 #5689 #5729 #5875 #5891-   - woxplugin - #5677 #5853-   - woxtest - #5677 #5747 #5846-   - microsoftplugincalculator - done #5622-   - microsoftpluginfolder - done #5844-   - microsoftpluginindexer - done #5629-   - microsoftpluginprogram - #5908 #5917 #5951 #5964-   - microsoftpluginprogramunittests - #5908 #5925 #5945- [x] - microsoftpluginuriunittests - #5885- [x] - powerlaunchertelemetry - done #5677- [x] - microsoftpluginshell - done #5620- [x] - microsoftpluginwindowwalker - done #5382  everything else - [x] - interop-tests - done #5296 - [x] - managedcommon - done #5301- [x] - telemetry - done #5301- [x] - microsoftpowertoyssettingslib - done- [x] - microsoftpowertoyssettingsui - #5630- [x] - microsoftpowertoyssettingsrunner - done- [x] - microsoftpowertoyssettingsunittest - done #5364- [x] - colorpickerui - done #5336- [x] - fancyzoneeditor - done #5297- [x] - imageresizerui - done- [x] - imageresizeruitest - done- [x] - markdownpreviewhandler - done #5297- [x] - previewhandlercommon - done #5297- [x] - svgpreviewhandler - done #5337- [x] - svgthumbnailprovider - done #5338- [x] - unittests-markdownpreviewhandler - done #5339- [x] - unittests-previewhandlercommon - done #5340- [x] - unittests-svgpreviewhandler - done #5341- [x] - unittests-svgthumbnailprovider - done #5335,,1.0,0.0,whitespace changes,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5786,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fixing sa1649 file names,   fixing generic file name issues    5751 . if not  go over [here](    . if not checked  i m ready to accept this work might be rejected in favor of a different grand plan. : #   info on pull request  __     _?_,,5751,fixing sa1649 file names,   fixing generic file name issues     5751*      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #    ?_   _ ?_,,adjustment on handling sa1649,during the enabling of stylecop in  with pr #5729 @ryanbodrug-microsoft pointed out that below is the better way to deal with sa1649 and i was mistake  we had already gotten some files in so once #5729 is checked in we should fix remove the warnings and adjust the file names settingitem{t}cs- sndmodulesettings{t}cs- genericproperty{t}cs- settingitem{t}cs- binarystorage{t}cs- irepository{t}cs- istorage{t}cs- jsonstorage{t}cs- listrepository{t}cs- pluginjsonstorage{t}cs- woxjsonstorage{t}cs,based on how our stylecop is configured looks like it wants ` versus {t} ||,1.0,0.0,in theory this fixes all sa1649 issues now with any project with stylecop enabled,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5796,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,remove all plugin results on query change,  fix for clearing shell plugin results on updating query text    5793  . if not  go over [here](     info on pull request 1. current code only clears results for plugins which are returned by  pluginmanager  for a given query. this causes an issue where if shell plugin was not valid for a query  results for it persisted in the list view.  2. changed naming of  _lastquery  to   _currentquery  to make its use case clear.    manually validated that shell plugin results are cleared.,,5793,remove all plugin results on query change,   fix for clearing shell plugin results on updating query text     5793 *      (  *      info on pull request1 current code only clears results for plugins which are returned  pluginmanager` for a given query this causes an issue where if shell plugin was not valid for a query results for it persisted in the list view 2 changed naming of `_lastquery` to  `_currentquery` to make its use case clear   manually validated that shell plugin results are cleared,will this help on the clearing result option flashing? || @crutkas it doesn’t fix the flashing i tried tweaks like explicitly sending collection changed notifications re-clearing results before making search box visible but it doesn’t solve the problem ||,[run] shell plugin results not cleared,results from shell plugin are not cleared in subsequent queries steps to repro : 1 type `c:\`2 scroll down to any folder result3 type `\` the end of the current text in the search box,this should be resolved in our 0211 release of powertoys   to download it ||,1.0,0.0,remove all plugin results on query change,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5843,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,consolidate folder and shell plugin,  this pr aims at consolidating folder and shell plugin.    5262  #3124 . if not  go over [here](     info on pull request both folder and shell plugin displayed files and subfolders when a path is entered in the search box. both these code paths were separate even though they represented the same functionality. this pr removes the code path in shell plugin (as it was not as maintained as folder plugin) and replaces it with a call to folder plugin.    manually validated that shell plugins display results on entering a folder path.,,3124,consolidate folder and shell plugin,   this pr aims at consolidating folder and shell plugin     5262 #3124*      (  *      info on pull requestboth folder and shell plugin displayed files and subfolders when a path is entered in the search box both these code paths were separate even though they represented the same functionality this pr removes the code path in shell plugin (as it was not as maintained as folder plugin) and replaces it with a call to folder plugin   manually validated that shell plugins display results on entering a folder path, may conflict with this @somil55 ||,[launcher] shell plugin path referencing not behaving like run,launching `> c:/` opens root of c: drive in file explorer but `> c://` or `> c:\\` open documents folder the issue is similar #2495 for folder plugin,@somil55 as i understand: run converts `//` to `/` and `\\` to `\` right? ||   in 0211 please update via  ||,1.0,0.0,fix merge conflict issues,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5843,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,consolidate folder and shell plugin,  this pr aims at consolidating folder and shell plugin.    5262  #3124 . if not  go over [here](     info on pull request both folder and shell plugin displayed files and subfolders when a path is entered in the search box. both these code paths were separate even though they represented the same functionality. this pr removes the code path in shell plugin (as it was not as maintained as folder plugin) and replaces it with a call to folder plugin.    manually validated that shell plugins display results on entering a folder path.,,5262,consolidate folder and shell plugin,   this pr aims at consolidating folder and shell plugin     5262 #3124*      (  *      info on pull requestboth folder and shell plugin displayed files and subfolders when a path is entered in the search box both these code paths were separate even though they represented the same functionality this pr removes the code path in shell plugin (as it was not as maintained as folder plugin) and replaces it with a call to folder plugin   manually validated that shell plugins display results on entering a folder path, may conflict with this @somil55 ||,[run] reduce number of results from plugins,reduce the number of results from plugins to allow queries to be processed faster,,1.0,0.0,fix merge conflict issues,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5844,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,enabling stylecop for folder plugin,   enabling stylecop on folder plugin.    5295 . if not  go over [here](    . if not checked  i m ready to accept this work might be rejected in favor of a different grand plan. : #   info on pull request  __     _?_,,5295,enabling stylecop for folder plugin,   enabling stylecop on folder plugin     5295*      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #    ?_   _ ?_,,[chore] stylecop on projects,we should keep a consistent coding stylefor c# we can do this via stylecopthis work should leverage our existing - stylecopjson- globalsuppressionscs- stylecopanalyzers  launcher - done-   - powerlauncher - #5677 #5750 #5909 #5952 #5960 #5968-   - woxcore - #5671 #5744 #5877-   - woxinfrastructure - #5671 #5689 #5729 #5875 #5891-   - woxplugin - #5677 #5853-   - woxtest - #5677 #5747 #5846-   - microsoftplugincalculator - done #5622-   - microsoftpluginfolder - done #5844-   - microsoftpluginindexer - done #5629-   - microsoftpluginprogram - #5908 #5917 #5951 #5964-   - microsoftpluginprogramunittests - #5908 #5925 #5945- [x] - microsoftpluginuriunittests - #5885- [x] - powerlaunchertelemetry - done #5677- [x] - microsoftpluginshell - done #5620- [x] - microsoftpluginwindowwalker - done #5382  everything else - [x] - interop-tests - done #5296 - [x] - managedcommon - done #5301- [x] - telemetry - done #5301- [x] - microsoftpowertoyssettingslib - done- [x] - microsoftpowertoyssettingsui - #5630- [x] - microsoftpowertoyssettingsrunner - done- [x] - microsoftpowertoyssettingsunittest - done #5364- [x] - colorpickerui - done #5336- [x] - fancyzoneeditor - done #5297- [x] - imageresizerui - done- [x] - imageresizeruitest - done- [x] - markdownpreviewhandler - done #5297- [x] - previewhandlercommon - done #5297- [x] - svgpreviewhandler - done #5337- [x] - svgthumbnailprovider - done #5338- [x] - unittests-markdownpreviewhandler - done #5339- [x] - unittests-previewhandlercommon - done #5340- [x] - unittests-svgpreviewhandler - done #5341- [x] - unittests-svgthumbnailprovider - done #5335,,1.0,0.0,enabling stylecop for folder plugin,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
